ENSG00000013503	"Hsap38.chr12.106472371.106475922.-"
ENSG00000140459	"Hsap38.chr15.74355763.74356404.+"
ENSG00000196782	"Hsap38.chr4.139990201.139991064.+"
ENSG00000229989	"Hsap38.chr1.198828469.198828981.-"
ENSG00000235492	"Hsap38.chr1.199023264.199024439.-"
ENSG00000231718	"Hsap38.chr1.199364714.199365388.+"
ENSG00000150687	"Hsap38.chr11.86825944.86828550.-"
ENSG00000179397	"Hsap38.chr1.244523287.244525281.+"
ENSG00000106028	"Hsap38.chr7.141754785.141755903.-"
ENSG00000269895	"Hsap38.chr11.86835671.86836366.-"
ENSG00000173389	"Hsap38.chr3.51901791.51902222.+"
ENSG00000006747	"Hsap38.chr7.12591523.12592647.-"
ENSG00000241737	"Hsap38.chr8.7581837.7582280.-"
ENSG00000243289	"Hsap38.chr10.46827258.46827575.+"
ENSG00000171495	"Hsap38.chr5.41026061.41026774.+"
ENSG00000230533	"Hsap38.chr6.137720930.137721676.-"
ENSG00000127472	"Hsap38.chr1.20041575.20042240.-"
ENSG00000223727	"Hsap38.chr3.3411145.3411720.+"
ENSG00000143199	"Hsap38.chr1.167889218.167889625.-"
ENSG00000106100	"Hsap38.chr7.30441205.30445053.+"
ENSG00000009694	"Hsap38.chrX.124584643.124588128.+"
ENSG00000144283	"Hsap38.chr2.158526318.158528429.+"
ENSG00000196511	"Hsap38.chr7.144616255.144617379.+"
ENSG00000189393	"Hsap38.chr8.7715817.7716260.+"
ENSG00000102445	"Hsap38.chr13.46413138.46413422.+"
ENSG00000268592	"Hsap38.chr6.149893000.149894148.-"
ENSG00000223701	"Hsap38.chr6.149893000.149894148.-"
ENSG00000118200	"Hsap38.chr1.200798098.200799060.-"
ENSG00000164520	"Hsap38.chr6.149893000.149894148.-"
ENSG00000095777	"Hsap38.chr10.26006846.26009014.+"
ENSG00000250608	"Hsap38.chr3.131335406.131335777.+"
ENSG00000114670	"Hsap38.chr3.131335406.131335777.+"
ENSG00000101972	"Hsap38.chrX.124106235.124107395.-"
ENSG00000249316	"Hsap38.chr8.11281522.11282085.-"
ENSG00000147082	"Hsap38.chrX.50335151.50336122.-"
ENSG00000250696	"Hsap38.chr4.69193076.69193987.+"
ENSG00000168904	"Hsap38.chr15.99378534.99379049.-"
ENSG00000268184	"Hsap38.chr19.21786836.21787579.-"
ENSG00000245685	"Hsap38.chr4.189797614.189798186.-"
ENSG00000144583	"Hsap38.chr2.216324753.216326666.+"
ENSG00000258052	"Hsap38.chr12.69804318.69806045.-"
ENSG00000166268	"Hsap38.chr12.69940641.69942911.+"
ENSG00000137962	"Hsap38.chr1.94162720.94163394.-"
ENSG00000242536	"Hsap38.chr3.158023313.158025487.+"
ENSG00000279072	"Hsap38.chr7.56840189.56840800.-"
ENSG00000164123	"Hsap38.chr4.158984711.158986570.+"
ENSG00000138653	"Hsap38.chr4.115008493.115009461.+"
ENSG00000256552	"Hsap38.chr12.8321176.8321622.-"
ENSG00000070778	"Hsap38.chr14.88529037.88529297.-"
ENSG00000260123	"Hsap38.chr15.89045684.89046760.-"
ENSG00000256825	"Hsap38.chr12.133198304.133199812.-"
ENSG00000257501	"Hsap38.chr12.97725804.97728041.+"
ENSG00000244468	"Hsap38.chr3.149292835.149293257.+"
ENSG00000198898	"Hsap38.chr7.116823319.116823816.-"
ENSG00000236347	"Hsap38.chr6.113533089.113535143.+"
ENSG00000239572	"Hsap38.chr3.87734337.87734678.-"
ENSG00000276067	"Hsap38.chr7.135295256.135295663.+"
ENSG00000017427	"Hsap38.chr12.102445712.102446143.-"
ENSG00000122483	"Hsap38.chr1.93267104.93267667.+"
ENSG00000261303	"Hsap38.chr15.78723364.78724440.+"
ENSG00000198796	"Hsap38.chr18.58510514.58511425.-"
ENSG00000146416	"Hsap38.chr6.143082918.143083946.-"
ENSG00000132122	"Hsap38.chr1.48365605.48366423.-"
ENSG00000251270	"Hsap38.chr3.141119020.141119649.-"
ENSG00000281131	"Hsap38.chr2.180833881.180837729.-"
ENSG00000212993	"Hsap38.chr8.127379829.127381901.+"
ENSG00000145362	"Hsap38.chr4.113267900.113268640.-"
ENSG00000257261	"Hsap38.chr12.46422364.46423989.-"
ENSG00000159459	"Hsap38.chr15.43039598.43040032.-"
ENSG00000071205	"Hsap38.chr4.148001629.148002138.-"
ENSG00000259761	"Hsap38.chr15.87042550.87043035.+"
ENSG00000163746	"Hsap38.chr3.146436199.146437089.-"
ENSG00000075651	"Hsap38.chr3.171628149.171630806.+"
ENSG00000138463	"Hsap38.chr3.122836181.122836684.-"
ENSG00000137473	"Hsap38.chr4.146816990.146817853.+"
ENSG00000111331	"Hsap38.chr12.112954821.112955471.-"
ENSG00000166961	"Hsap38.chr11.60757547.60758257.+"
ENSG00000257452	"Hsap38.chr12.112954821.112955471.-"
ENSG00000241720	"Hsap38.chr1.109743383.109745716.-"
ENSG00000174640	"Hsap38.chr3.134026835.134027155.+"
ENSG00000125631	"Hsap38.chr2.117899980.117900864.+"
ENSG00000198722	"Hsap38.chr9.35200461.35201210.-"
ENSG00000183166	"Hsap38.chr7.72145118.72146281.+"
ENSG00000151718	"Hsap38.chr4.183277800.183279857.-"
ENSG00000149269	"Hsap38.chr11.77329347.77329931.+"
ENSG00000231382	"Hsap38.chr3.36623083.36623907.-"
ENSG00000285051	"Hsap38.chr3.170568303.170569661.-"
ENSG00000182836	"Hsap38.chr5.41489356.41490327.-"
ENSG00000204571	"Hsap38.chr11.71586047.71586817.+"
ENSG00000001629	"Hsap38.chr7.92383496.92383963.+"
ENSG00000178795	"Hsap38.chr11.77220316.77220948.-"
ENSG00000250436	"Hsap38.chr4.73514388.73514759.-"
ENSG00000109458	"Hsap38.chr4.143447575.143448000.-"
ENSG00000166377	"Hsap38.chr18.79285488.79286975.-"
ENSG00000173597	"Hsap38.chr4.69723813.69724286.+"
ENSG00000136319	"Hsap38.chr14.20264976.20265878.+"
ENSG00000227579	"Hsap38.chr1.177402133.177403353.-"
ENSG00000127249	"Hsap38.chr3.193479044.193479571.+"
ENSG00000284604	"Hsap38.chr2.131343285.131343875.-"
ENSG00000284706	"Hsap38.chr2.131343285.131343875.-"
ENSG00000284632	"Hsap38.chr1.38768404.38769549.+"
ENSG00000164073	"Hsap38.chr4.127923038.127923313.-"
ENSG00000137766	"Hsap38.chr15.54476820.54477692.-"
ENSG00000137942	"Hsap38.chr1.93513015.93514145.+"
ENSG00000174899	"Hsap38.chr3.157581770.157582465.-"
ENSG00000183273	"Hsap38.chr12.119534167.119534910.-"
ENSG00000257095	"Hsap38.chr12.119106729.119107202.-"
ENSG00000139767	"Hsap38.chr12.119106729.119107202.-"
ENSG00000134013	"Hsap38.chr8.23420025.23420804.+"
ENSG00000150630	"Hsap38.chr4.176695841.176696788.+"
ENSG00000224715	"Hsap38.chr22.47347213.47348181.-"
ENSG00000130038	"Hsap38.chr12.3689223.3689465.-"
ENSG00000175054	"Hsap38.chr3.142476594.142477421.-"
ENSG00000147457	"Hsap38.chr8.23245010.23245417.-"
ENSG00000151812	"Hsap38.chr14.57668689.57669840.-"
ENSG00000174099	"Hsap38.chr12.65350407.65353061.+"
ENSG00000134709	"Hsap38.chr1.59839477.59840097.-"
ENSG00000163749	"Hsap38.chr4.76319562.76320275.+"
ENSG00000187672	"Hsap38.chr3.55835373.55837211.+"
ENSG00000134250	"Hsap38.chr1.120001650.120002225.+"
ENSG00000083782	"Hsap38.chr12.90986179.90986517.+"
ENSG00000250043	"Hsap38.chr4.173886744.173887607.-"
ENSG00000196243	"Hsap38.chr12.90932550.90933194.-"
ENSG00000173212	"Hsap38.chr1.116134957.116135937.+"
ENSG00000163393	"Hsap38.chr1.116055676.116056311.+"
ENSG00000261722	"Hsap38.chr16.79224256.79224744.+"
ENSG00000259986	"Hsap38.chr15.83386759.83389020.+"
ENSG00000251095	"Hsap38.chr4.89647644.89648855.+"
ENSG00000254166	"Hsap38.chr8.127194165.127194689.-"
ENSG00000154493	"Hsap38.chr10.126591056.126591772.+"
ENSG00000145244	"Hsap38.chr4.47611378.47611752.-"
ENSG00000136631	"Hsap38.chr1.150099779.150100168.+"
ENSG00000264522	"Hsap38.chr1.149953858.149954709.-"
ENSG00000259713	"Hsap38.chr15.89534468.89535754.-"
ENSG00000203799	"Hsap38.chr6.109245440.109248214.-"
ENSG00000215866	"Hsap38.chr1.112821002.112822315.-"
ENSG00000073331	"Hsap38.chr4.112364308.112365246.+"
ENSG00000250938	"Hsap38.chr4.120252896.120254524.-"
ENSG00000253807	"Hsap38.chr5.124217007.124218107.+"
ENSG00000258428	"Hsap38.chr14.56643166.56643885.+"
ENSG00000259133	"Hsap38.chr14.56670966.56672864.+"
ENSG00000227355	"Hsap38.chr9.121416312.121417448.-"
ENSG00000039319	"Hsap38.chr5.80431209.80431565.+"
ENSG00000278464	"Hsap38.chr18.34898701.34900707.+"
ENSG00000238755	"Hsap38.chr3.153798894.153800813.+"
ENSG00000114455	"Hsap38.chr3.108373410.108374354.+"
ENSG00000198270	"Hsap38.chr12.111961581.111961874.+"
ENSG00000160207	"Hsap38.chr21.43547089.43547397.+"
ENSG00000169758	"Hsap38.chr15.76095039.76095506.-"
ENSG00000187720	"Hsap38.chr15.71176086.71179934.+"
ENSG00000136861	"Hsap38.chr9.120429089.120429979.+"
ENSG00000248143	"Hsap38.chr4.43470200.43470724.+"
ENSG00000285218	"Hsap38.chr3.170568303.170569661.-"
ENSG00000196440	"Hsap38.chrX.101435994.101437037.-"
ENSG00000233665	"Hsap38.chr10.48992409.48992720.-"
ENSG00000196344	"Hsap38.chr4.99425667.99427094.+"
ENSG00000162620	"Hsap38.chr1.74099869.74100777.+"
ENSG00000205944	"Hsap38.chrY.23259715.23261595.-"
ENSG00000153767	"Hsap38.chr3.120760545.120761411.-"
ENSG00000224556	"Hsap38.chrX.52443937.52444278.-"
ENSG00000236253	"Hsap38.chr1.53427356.53427625.+"
ENSG00000258763	"Hsap38.chr12.55487643.55489316.+"
ENSG00000125046	"Hsap38.chr3.8719161.8720105.+"
ENSG00000269113	"Hsap38.chr1.47960093.47960590.+"
ENSG00000105971	"Hsap38.chr7.116410828.116412699.+"
ENSG00000185010	"Hsap38.chrX.154869717.154871384.+"
ENSG00000227110	"Hsap38.chr3.8062200.8064308.+"
ENSG00000258210	"Hsap38.chr12.110406009.110406638.-"
ENSG00000258225	"Hsap38.chr12.78071724.78073625.+"
ENSG00000162614	"Hsap38.chr1.77897343.77898851.+"
ENSG00000186329	"Hsap38.chr3.171923749.171924228.+"
ENSG00000057019	"Hsap38.chr3.98803332.98804039.-"
ENSG00000138185	"Hsap38.chr10.95852814.95854913.-"
ENSG00000001626	"Hsap38.chr7.117526003.117529308.+"
ENSG00000233635	"Hsap38.chr17.63300667.63301578.-"
ENSG00000217228	"Hsap38.chr6.52773388.52774338.-"
ENSG00000125633	"Hsap38.chr2.117926746.117927495.+"
ENSG00000285336	"Hsap38.chr3.180778222.180778566.-"
ENSG00000151490	"Hsap38.chr12.15442230.15442835.+"
ENSG00000256294	"Hsap38.chr19.44122509.44123504.-"
ENSG00000249188	"Hsap38.chr8.8198317.8199612.+"
ENSG00000250546	"Hsap38.chr4.84128763.84132188.+"
ENSG00000268350	"Hsap38.chrX.52971016.52971432.+"
ENSG00000267470	"Hsap38.chr19.37556943.37557467.-"
ENSG00000267470	"Hsap38.chr19.37558191.37558715.-"
ENSG00000054219	"Hsap38.chr2.159825456.159826049.+"
ENSG00000254842	"Hsap38.chr11.130857335.130857898.-"
ENSG00000110696	"Hsap38.chr11.16639739.16640686.-"
ENSG00000158321	"Hsap38.chr7.70199290.70203078.+"
ENSG00000229956	"Hsap38.chr1.71122331.71123389.+"
ENSG00000257114	"Hsap38.chr12.42711954.42712460.+"
ENSG00000050628	"Hsap38.chr1.70926330.70927073.-"
ENSG00000163638	"Hsap38.chr3.64543121.64543993.+"
ENSG00000187527	"Hsap38.chr3.193337684.193338544.-"
ENSG00000223812	"Hsap38.chr3.191467033.191467698.+"
ENSG00000100784	"Hsap38.chr14.90952304.90952756.+"
ENSG00000169752	"Hsap38.chr15.76014922.76015524.-"
ENSG00000261307	"Hsap38.chr18.47540750.47541406.-"
ENSG00000253207	"Hsap38.chr8.113612181.113613140.+"
ENSG00000226337	"Hsap38.chr9.68589165.68589737.-"
ENSG00000232284	"Hsap38.chr1.68004903.68005415.-"
ENSG00000105894	"Hsap38.chr7.137267415.137267780.-"
ENSG00000250592	"Hsap38.chr3.130910034.130911440.-"
ENSG00000110330	"Hsap38.chr11.102369385.102372159.-"
ENSG00000137831	"Hsap38.chr15.70731091.70734939.+"
ENSG00000074201	"Hsap38.chr11.77552944.77553999.+"
ENSG00000255036	"Hsap38.chr9.97336534.97337571.-"
ENSG00000271894	"Hsap38.chr2.56174084.56175226.+"
ENSG00000163050	"Hsap38.chr1.226926947.226928323.+"
ENSG00000249335	"Hsap38.chr5.68869294.68869623.+"
ENSG00000134283	"Hsap38.chr12.42250514.42251701.-"
ENSG00000197056	"Hsap38.chr1.35075586.35075882.+"
ENSG00000163606	"Hsap38.chr3.112937939.112938337.-"
ENSG00000132837	"Hsap38.chr5.79097930.79098907.-"
ENSG00000223535	"Hsap38.chr8.7746408.7746851.+"
ENSG00000224710	"Hsap38.chr8.7738761.7739204.+"
ENSG00000170044	"Hsap38.chr3.102215368.102216837.+"
ENSG00000064692	"Hsap38.chr5.122378898.122380850.-"
ENSG00000151414	"Hsap38.chr1.198311654.198313495.-"
ENSG00000127324	"Hsap38.chr12.71179954.71180346.+"
ENSG00000231681	"Hsap38.chr7.50233406.50233666.-"
ENSG00000143183	"Hsap38.chr1.165801829.165803811.+"
ENSG00000006530	"Hsap38.chr7.141580723.141581658.-"
ENSG00000000971	"Hsap38.chr1.196704716.196704988.+"
ENSG00000143502	"Hsap38.chr1.223281655.223282752.+"
ENSG00000143248	"Hsap38.chr1.163255767.163256417.+"
ENSG00000251632	"Hsap38.chr4.137596206.137596982.+"
ENSG00000251567	"Hsap38.chr4.136293739.136297587.-"
ENSG00000251388	"Hsap38.chr4.133950104.133950685.-"
ENSG00000226043	"Hsap38.chr21.22271787.22272503.-"
ENSG00000241168	"Hsap38.chr3.163148225.163149493.-"
ENSG00000168995	"Hsap38.chr19.51150080.51150418.-"
ENSG00000009413	"Hsap38.chr6.111433943.111434317.+"
ENSG00000118217	"Hsap38.chr1.161829793.161830245.+"
ENSG00000078043	"Hsap38.chr18.46873811.46874206.+"
ENSG00000116141	"Hsap38.chr1.220538475.220539575.-"
ENSG00000204929	"Hsap38.chr2.65926373.65927575.-"
ENSG00000156802	"Hsap38.chr8.123364537.123364968.+"
ENSG00000259664	"Hsap38.chr15.97372968.97376543.-"
ENSG00000251432	"Hsap38.chr4.128432975.128434207.-"
ENSG00000254488	"Hsap38.chrY.21039633.21041015.-"
ENSG00000224509	"Hsap38.chr2.105013002.105013583.-"
ENSG00000145216	"Hsap38.chr4.53405406.53406197.-"
ENSG00000232613	"Hsap38.chr2.65044798.65045352.-"
ENSG00000259639	"Hsap38.chr15.36197341.36200172.+"
ENSG00000204695	"Hsap38.chr6.29310889.29311467.-"
ENSG00000228918	"Hsap38.chr1.182223229.182223570.+"
ENSG00000260565	"Hsap38.chr16.2663265.2664803.-"
ENSG00000265018	"Hsap38.chr10.48020549.48020866.-"
ENSG00000157106	"Hsap38.chr16.18821475.18825323.-"
ENSG00000186260	"Hsap38.chr16.14124052.14124669.-"
ENSG00000283117	"Hsap38.chr7.10503045.10505066.+"
ENSG00000149972	"Hsap38.chr11.99032122.99035682.-"
ENSG00000233359	"Hsap38.chr1.102341624.102342634.-"
ENSG00000111962	"Hsap38.chr6.148859920.148861260.-"
ENSG00000230864	"Hsap38.chr1.102806189.102806773.-"
ENSG00000131269	"Hsap38.chrX.75127179.75127634.+"
ENSG00000138785	"Hsap38.chr4.105863867.105864472.+"
ENSG00000138785	"Hsap38.chr4.105883918.105884523.+"
ENSG00000080608	"Hsap38.chr9.2753797.2754519.+"
ENSG00000198793	"Hsap38.chr1.11164979.11165281.+"
ENSG00000166405	"Hsap38.chr11.8141820.8144621.+"
ENSG00000132842	"Hsap38.chr5.78171349.78172227.-"
ENSG00000168743	"Hsap38.chr4.105980916.105981455.-"
ENSG00000153363	"Hsap38.chr1.211404080.211404784.-"
ENSG00000107611	"Hsap38.chr10.17014467.17015069.-"
ENSG00000145321	"Hsap38.chr4.71793494.71794291.-"
ENSG00000150045	"Hsap38.chr12.9834513.9835451.-"
ENSG00000164654	"Hsap38.chr7.7601240.7602298.+"
ENSG00000251309	"Hsap38.chr4.101996714.101997322.-"
ENSG00000162739	"Hsap38.chr1.160515879.160516235.+"
ENSG00000236859	"Hsap38.chr2.121675392.121676027.+"
ENSG00000122705	"Hsap38.chr9.36240098.36240661.-"
ENSG00000231057	"Hsap38.chr1.211688245.211688721.+"
ENSG00000189056	"Hsap38.chr7.103872939.103874549.+"
ENSG00000248973	"Hsap38.chr5.4618535.4619929.+"
ENSG00000250048	"Hsap38.chr5.39973341.39973718.-"
ENSG00000102271	"Hsap38.chrX.87554601.87556187.-"
ENSG00000146350	"Hsap38.chr6.121164656.121168504.+"
ENSG00000239311	"Hsap38.chr3.111490228.111491523.+"
ENSG00000159921	"Hsap38.chr9.36240098.36240661.-"
ENSG00000153283	"Hsap38.chr3.111556776.111560276.-"
ENSG00000185774	"Hsap38.chr4.21161352.21165200.+"
ENSG00000228863	"Hsap38.chr1.160694720.160696558.+"
ENSG00000117091	"Hsap38.chr1.160694720.160696558.+"
ENSG00000112062	"Hsap38.chr6.36086652.36087191.+"
ENSG00000233887	"Hsap38.chrX.97847200.97849014.+"
ENSG00000231776	"Hsap38.chr6.84475284.84475811.-"
ENSG00000196139	"Hsap38.chr10.5042350.5043375.-"
ENSG00000242428	"Hsap38.chr3.58933781.58935712.+"
ENSG00000163689	"Hsap38.chr3.58818239.58820485.+"
ENSG00000273018	"Hsap38.chr17.18536183.18536692.-"
ENSG00000249635	"Hsap38.chr4.106009145.106009840.-"
ENSG00000138780	"Hsap38.chr4.105731666.105732184.-"
ENSG00000284776	"Hsap38.chr20.18603055.18606720.+"
ENSG00000125821	"Hsap38.chr20.18603055.18606720.+"
ENSG00000283286	"Hsap38.chr5.40418833.40419624.-"
ENSG00000234715	"Hsap38.chr7.103450165.103451346.-"
ENSG00000107863	"Hsap38.chr10.24654008.24654502.+"
ENSG00000119522	"Hsap38.chr9.123905314.123907425.+"
ENSG00000279058	"Hsap38.chr10.46348019.46348336.+"
ENSG00000253154	"Hsap38.chr8.85869918.85870685.-"
ENSG00000254444	"Hsap38.chr11.6120356.6121210.+"
ENSG00000136153	"Hsap38.chr13.75729691.75730806.-"
ENSG00000107890	"Hsap38.chr10.26994579.26994923.-"
ENSG00000223647	"Hsap38.chr2.31799012.31800085.+"
ENSG00000227564	"Hsap38.chr13.63215622.63216422.+"
ENSG00000272281	"Hsap38.chr13.52271427.52273400.-"
ENSG00000162779	"Hsap38.chr1.179461278.179462357.-"
ENSG00000242324	"Hsap38.chr20.1542036.1542797.-"
ENSG00000231535	"Hsap38.chrY.3028271.3029116.-"
ENSG00000231969	"Hsap38.chr2.149673117.149674370.-"
ENSG00000040341	"Hsap38.chr8.73700148.73700504.+"
ENSG00000113600	"Hsap38.chr5.39345184.39347262.+"
ENSG00000172817	"Hsap38.chr8.64766795.64767115.+"
ENSG00000197168	"Hsap38.chr13.52056879.52059746.+"
ENSG00000250303	"Hsap38.chr11.112325094.112326590.-"
ENSG00000119471	"Hsap38.chr9.112392930.112393886.-"
ENSG00000219445	"Hsap38.chr7.125261206.125261739.-"
ENSG00000169122	"Hsap38.chr8.58094087.58094866.-"
ENSG00000237764	"Hsap38.chr7.125312920.125313666.+"
ENSG00000224897	"Hsap38.chr7.124980477.124981823.-"
ENSG00000238217	"Hsap38.chr2.199640405.199640731.-"
ENSG00000134538	"Hsap38.chr12.21209939.21211453.-"
ENSG00000139865	"Hsap38.chr14.37767632.37770859.-"
ENSG00000253301	"Hsap38.chr8.57159269.57162232.-"
ENSG00000164879	"Hsap38.chr8.85420311.85421273.-"
ENSG00000047365	"Hsap38.chr4.35987572.35987913.+"
ENSG00000133835	"Hsap38.chr5.119603186.119603635.+"
ENSG00000137561	"Hsap38.chr8.63081208.63081720.+"
ENSG00000133624	"Hsap38.chr7.149574709.149575986.-"
ENSG00000069020	"Hsap38.chr5.66753298.66754245.+"
ENSG00000112309	"Hsap38.chr6.70937046.70938674.+"
ENSG00000147257	"Hsap38.chrX.133624831.133625751.+"
ENSG00000253452	"Hsap38.chr8.35934490.35935173.+"
ENSG00000169282	"Hsap38.chr3.156280752.156282938.-"
ENSG00000258484	"Hsap38.chr15.68917359.68918672.+"
ENSG00000163655	"Hsap38.chr3.155929281.155930096.+"
ENSG00000145349	"Hsap38.chr4.113490642.113491685.-"
ENSG00000259609	"Hsap38.chr15.84075920.84076699.+"
ENSG00000255693	"Hsap38.chr12.64962760.64963332.-"
ENSG00000164066	"Hsap38.chr4.127652227.127654290.-"
ENSG00000229699	"Hsap38.chr1.153184642.153185097.-"
ENSG00000234593	"Hsap38.chr1.14383827.14385230.-"
ENSG00000205221	"Hsap38.chr2.36745995.36746264.-"
ENSG00000227145	"Hsap38.chr4.122652880.122656728.-"
ENSG00000250127	"Hsap38.chr5.58553691.58554659.-"
ENSG00000175093	"Hsap38.chr3.141136162.141137493.-"
ENSG00000070950	"Hsap38.chr3.8924569.8926287.+"
ENSG00000249892	"Hsap38.chr4.59783024.59783473.+"
ENSG00000104760	"Hsap38.chr8.17908425.17909645.-"
ENSG00000075711	"Hsap38.chr3.197243588.197244520.-"
ENSG00000205959	"Hsap38.chr4.8484754.8485980.-"
ENSG00000254258	"Hsap38.chr8.139461714.139463042.-"
ENSG00000258028	"Hsap38.chr14.29003290.29005209.+"
ENSG00000115423	"Hsap38.chr2.84665770.84666636.+"
ENSG00000189229	"Hsap38.chr3.6590118.6591104.+"
ENSG00000038295	"Hsap38.chr4.166061663.166063102.-"
ENSG00000139304	"Hsap38.chr12.80480329.80482140.+"
ENSG00000235939	"Hsap38.chr10.49421046.49422383.-"
ENSG00000077585	"Hsap38.chr1.236198874.236199290.-"
ENSG00000148082	"Hsap38.chr9.89131529.89132776.+"
ENSG00000249407	"Hsap38.chr3.136963914.136967297.-"
ENSG00000233609	"Hsap38.chr8.8966390.8967154.-"
ENSG00000173406	"Hsap38.chr1.58270247.58272481.-"
ENSG00000276975	"Hsap38.chr1.146868448.146870730.+"
ENSG00000165379	"Hsap38.chr14.41752645.41754315.-"
ENSG00000257986	"Hsap38.chr14.26108554.26111604.+"
ENSG00000237742	"Hsap38.chr6.125704315.125704695.-"
ENSG00000226409	"Hsap38.chr6.125399920.125400774.+"
ENSG00000151276	"Hsap38.chr3.65511262.65515101.+"
ENSG00000036828	"Hsap38.chr3.122210014.122210274.+"
ENSG00000244301	"Hsap38.chr2.200720417.200720713.+"
ENSG00000205403	"Hsap38.chr4.109778861.109779181.+"
ENSG00000259594	"Hsap38.chr15.81670404.81671774.-"
ENSG00000254083	"Hsap38.chr8.135262846.135264909.+"
ENSG00000260970	"Hsap38.chr9.119505686.119506219.+"
ENSG00000232271	"Hsap38.chr20.7116403.7120254.-"
ENSG00000196116	"Hsap38.chr9.97455771.97456421.+"
ENSG00000075391	"Hsap38.chr1.178315010.178318861.-"
ENSG00000214772	"Hsap38.chr12.14707323.14707703.-"
ENSG00000114439	"Hsap38.chr3.107724230.107725582.-"
ENSG00000249948	"Hsap38.chr4.22790009.22790389.-"
ENSG00000230476	"Hsap38.chrY.22599339.22600034.+"
ENSG00000249417	"Hsap38.chr3.141297654.141298529.-"
ENSG00000072609	"Hsap38.chr12.132890804.132891766.+"
ENSG00000229358	"Hsap38.chr7.32682898.32684835.-"
ENSG00000281392	"Hsap38.chr3.87094106.87094603.-"
ENSG00000153551	"Hsap38.chr3.32462696.32463214.-"
ENSG00000257904	"Hsap38.chr14.29957180.29957884.-"
ENSG00000143473	"Hsap38.chr1.210845094.210846872.+"
ENSG00000270099	"Hsap38.chr10.95915546.95916238.-"
ENSG00000267561	"Hsap38.chr1.87068345.87068671.-"
ENSG00000285155	"Hsap38.chr2.160184225.160185355.+"
ENSG00000223561	"Hsap38.chr7.25604983.25608042.+"
ENSG00000155816	"Hsap38.chr1.240222931.240223293.-"
ENSG00000258969	"Hsap38.chr14.44321564.44323804.+"
ENSG00000149124	"Hsap38.chr11.58697920.58698891.-"
ENSG00000186714	"Hsap38.chr11.32765679.32768264.+"
ENSG00000144908	"Hsap38.chr3.126175550.126175921.+"
ENSG00000258394	"Hsap38.chr14.42426732.42427097.+"
ENSG00000258850	"Hsap38.chr14.42426732.42427097.+"
ENSG00000257869	"Hsap38.chr14.28418084.28418758.+"
ENSG00000104626	"Hsap38.chr8.9060290.9061195.-"
ENSG00000186509	"Hsap38.chr11.58048653.58050674.+"
ENSG00000285417	"Hsap38.chr1.206057742.206058290.+"
ENSG00000229688	"Hsap38.chr7.16218387.16222151.+"
ENSG00000240303	"Hsap38.chr3.132609500.132610231.+"
ENSG00000259964	"Hsap38.chr15.71176086.71179934.+"
ENSG00000232382	"Hsap38.chr3.98466119.98467966.-"
ENSG00000254101	"Hsap38.chr8.136911136.136911612.-"
ENSG00000248672	"Hsap38.chr2.159825456.159826049.+"
ENSG00000230342	"Hsap38.chr3.11863764.11864375.-"
ENSG00000162946	"Hsap38.chr1.231647358.231648257.-"
ENSG00000066032	"Hsap38.chr2.79469026.79470186.+"
ENSG00000157423	"Hsap38.chr16.70844828.70845748.-"
ENSG00000137770	"Hsap38.chr15.44455208.44455921.-"
ENSG00000122787	"Hsap38.chr7.138039402.138040154.+"
ENSG00000116783	"Hsap38.chr1.74448397.74449512.-"
ENSG00000064652	"Hsap38.chr5.122910821.122912581.-"
ENSG00000163630	"Hsap38.chr3.63589611.63591368.+"
ENSG00000244055	"Hsap38.chr7.92468768.92470387.-"
ENSG00000229603	"Hsap38.chr7.108938105.108940924.-"
ENSG00000125447	"Hsap38.chr17.75255474.75256007.+"
ENSG00000114279	"Hsap38.chr3.192739434.192741440.-"
ENSG00000133424	"Hsap38.chr22.33643924.33644691.+"
ENSG00000181666	"Hsap38.chr19.37357785.37358216.-"
ENSG00000019485	"Hsap38.chr11.45123587.45124564.-"
ENSG00000172349	"Hsap38.chr15.81204161.81204634.-"
ENSG00000109452	"Hsap38.chr4.142524544.142526007.+"
ENSG00000283755	"Hsap38.chr16.75722871.75723992.+"
ENSG00000119927	"Hsap38.chr10.112204701.112206257.+"
ENSG00000068784	"Hsap38.chr2.45429669.45430016.+"
